id,name,x,y,z,x1,y1,z1,x2,y2,z2
332,mL1_L-92,-426.9187998,194.5755386,-194,1350,2966,194,1351,2966,194
333,mL1_L-93,-419.2766967,207.8661528,-194,1443,2913,194,1258,2913,194
334,mL1_L-94,-416.7847065,218.3325115,-194,1515,2895,194,1186,2895,194
335,mL1_L-95,-408.9764706,233.6167179,-194,1621,2841,194,1080,2841,194
336,mL1_L-96,-404.3247556,238.7668309,-194,1657,2809,194,1044,2809,194
337,mL1_L-97,-378.0757925,258.5366196,-194,1794,2627,194,907,2627,194
338,mL1_L-98,-217.2593602,247.5718629,-194,1718,1510,194,983,1510,194
339,mL1_L-99,-206.1284708,233.6167179,-194,1621,1432,194,1080,1432,194
340,mL2-L3-1,-300.9960394,74.51045206,-237,516,2091,237,2185,2091,237
341,mL2-L3-10,-310.0048776,69.10514915,-237,479,2154,237,2222,2154,237
342,mL2-L3-11,-236.7329937,57.69395411,-237,400,1645,237,2301,1645,237
343,mL2-L3-12,-173.2206844,110.6959521,-237,768,1204,237,1933,1204,237
344,mL2-L3-13,-186.5837944,108.2935953,-237,751,1297,237,1950,1297,237
345,mL2-L3-14,-202.4994085,98.08357866,-237,680,1407,237,2021,1407,237
346,mL2-L3-15,-204.9017654,101.0865247,-237,701,1424,237,2000,1424,237
347,mL2-L3-16,-211.658394,95.68122181,-237,663,1471,237,2038,1471,237
348,mL2-L3-17,-230.5769542,95.0806326,-237,659,1602,237,2042,1602,237
349,mL2-L3-18,-374.4180707,88.17385665,-237,611,2601,237,2090,2601,237
350,mL2-L3-19,-374.7183653,60.84704748,-237,422,2603,237,2279,2603,237
351,mL2-L3-2,-302.7978071,286.5184442,-237,1989,2104,237,712,2104,237
352,mL2-L3-20,-420.5132928,102.4378505,-237,710,2921,237,1991,2921,237
353,mL2-L3-21,-400.3935541,95.53107451,-237,662,2782,237,2039,2782,237
354,mL2-L3-22,-390.6339794,89.97562429,-237,624,2714,237,2077,2714,237
355,mL2-L3-23,-425.6183011,141.9265912,-237,985,2957,237,1716,2957,237
356,mL2-L3-24,-428.4710998,141.6262966,-237,983,2976,237,1718,2976,237
357,mL2-L3-25,-431.6241932,149.5841037,-237,1038,2998,237,1663,2998,237
358,mL2-L3-26,-428.6212471,148.8333671,-237,1033,2978,237,1668,2978,237
359,mL2-L3-27,-172.4699479,145.5301265,-237,1010,1199,237,1691,1199,237
360,mL2-L3-28,-176.3737778,145.2298319,-237,1008,1226,237,1693,1226,237
361,mL2-L3-29,-179.0764293,130.5153961,-237,905,1245,237,1796,1245,237
362,mL2-L3-3,-279.0745332,126.6115663,-237,878,1939,237,1823,1939,237
363,mL2-L3-30,-173.9714209,128.8637758,-237,894,1209,237,1807,1209,237
364,mL2-L3-31,-218.56517,82.76855374,-237,574,1519,237,2127,1519,237
365,mL2-L3-32,-378.4720479,80.51634419,-237,558,2629,237,2143,2629,237
366,mL2-L3-33,-360.9048134,123.1581783,-237,854,2507,237,1847,2507,237
367,mL2-L3-34,-242.1382966,121.506558,-237,843,1683,237,1858,1683,237
368,mL2-L3-35,-268.4140746,106.0413857,-237,735,1865,237,1966,1865,237
369,mL2-L3-36,-327.4219648,112.1974252,-237,778,2275,237,1923,2275,237
370,mL2-L3-37,-241.2374128,262.6450229,-237,1823,1676,237,878,1676,237
371,mL2-L3-38,-230.2766596,260.0925188,-237,1805,1600,237,896,1600,237
372,mL2-L3-39,-199.9469044,239.9727802,-237,1665,1390,237,1036,1390,237
373,mL2-L3-4,-280.7261535,153.0374916,-237,1062,1950,237,1639,1950,237
374,mL2-L3-40,-201.8988193,236.8196868,-237,1644,1403,237,1057,1403,237
375,mL2-L3-41,-178.6259873,154.8392593,-237,1074,1241,237,1627,1241,237
376,mL2-L3-42,-407.0000355,232.7657096,-237,1615,2827,237,1086,2827,237
377,mL2-L3-43,-381.7752885,257.9904565,-237,1791,2652,237,910,2652,237
378,mL2-L3-44,-369.9136516,260.3928134,-237,1807,2570,237,894,2570,237
379,mL2-L3-45,-257.0028796,103.4888816,-237,718,1786,237,1983,1786,237
380,mL2-L3-46,-280.8763008,103.6390289,-237,719,1952,237,1982,1952,237
381,mL2-L3-47,-409.4023923,237.5704233,-237,1649,2844,237,1052,2844,237
382,mL2-L3-48,-321.56622,100.6360828,-237,698,2234,237,2003,2234,237
383,mL2-L3-49,-214.9616347,258.1406039,-237,1792,1494,237,909,1494,237
384,mL2-L3-5,-324.569166,157.2416161,-237,1091,2255,237,1610,2255,237
385,mL2-L3-50,-387.3307388,260.5429607,-237,1808,2691,237,893,2691,237
386,mL2-L3-6,-326.521081,122.8578837,-237,852,2269,237,1849,2269,237
387,mL2-L3-7,-321.4160727,109.7950683,-237,761,2233,237,1940,2233,237
388,mL2-L3-8,-284.930278,110.8460994,-237,769,1980,237,1932,1980,237
389,mL2-L3-9,-290.6358755,69.25529645,-237,480,2019,237,2221,2019,237
390,mL2_H-1,-306.4013423,287.7196226,-223,1997,2129,223,704,2129,223
391,mL2_H-10,-321.8665146,122.7077364,-223,851,2236,223,1850,2236,223
392,mL2_H-11,-320.5151888,148.6832198,-223,1032,2227,223,1669,2227,223
393,mL2_H-12,-312.8576764,155.5899958,-223,1079,2174,223,1622,2174,223
394,mL2_H-13,-299.794861,157.0914688,-223,1090,2083,223,1611,2083,223
395,mL2_H-14,-288.0833714,150.4849875,-223,1044,2002,223,1657,2002,223
396,mL2_H-15,-282.8282157,144.328948,-223,1001,1965,223,1700,1965,223
397,mL2_H-16,-225.7722405,91.02665541,-223,631,1569,223,2070,1569,223
398,mL2_H-17,-374.4180707,87.57326744,-223,607,2601,223,2094,2601,223
399,mL2_H-18,-385.6791184,87.27297283,-223,605,2679,223,2096,2679,223
400,mL2_H-19,-392.4357471,89.07474047,-223,618,2726,223,2083,2726,223
401,mL2_H-2,-299.794861,71.95794791,-223,499,2083,223,2202,2083,223
402,mL2_H-20,-389.1325064,91.32695002,-223,633,2703,223,2068,2703,223
403,mL2_H-21,-221.7182634,88.77444587,-223,615,1541,223,2086,1541,223
404,mL2_H-22,-209.2560372,90.5762135,-223,628,1454,223,2073,1454,223
405,mL2_H-23,-212.5592779,92.82842305,-223,644,1477,223,2057,1477,223
406,mL2_H-24,-246.9430103,48.08452671,-223,333,1716,223,2368,1716,223
407,mL2_H-25,-353.2473009,44.18069682,-223,306,2454,223,2395,2454,223
408,mL2_H-26,-379.523079,74.66059937,-223,517,2637,223,2184,2637,223
409,mL2_H-27,-221.7182634,69.10514915,-223,479,1541,223,2222,1541,223
410,mL2_H-28,-178.0253981,112.0472779,-223,777,1237,223,1924,1237,223
411,mL2_H-29,-171.2687695,125.5605351,-223,871,1190,223,1830,1190,223
412,mL2_H-3,-291.8370539,106.6419749,-223,740,2028,223,1961,2028,223
413,mL2_H-30,-177.1245143,126.6115663,-223,878,1231,223,1823,1231,223
414,mL2_H-31,-182.5298172,113.8490455,-223,790,1269,223,1911,1269,223
415,mL2_H-32,-168.566118,171.9560518,-223,1193,1172,223,1508,1172,223
416,mL2_H-33,-174.8723048,170.9050207,-223,1186,1215,223,1515,1215,223
417,mL2_H-34,-172.3198006,188.6224025,-223,1309,1198,223,1392,1198,223
418,mL2_H-35,-178.3256927,187.5713714,-223,1302,1239,223,1399,1239,223
419,mL2_H-36,-183.5808483,218.5017158,-223,1516,1276,223,1185,1276,223
420,mL2_H-37,-186.7339417,216.3996536,-223,1502,1298,223,1199,1298,223
421,mL2_H-38,-187.3345309,222.2553984,-223,1542,1302,223,1159,1302,223
422,mL2_H-39,-189.7368878,220.6037781,-223,1531,1319,223,1170,1319,223
423,mL2_H-4,-311.656498,106.191533,-223,736,2165,223,1965,2165,223
424,mL2_H-40,-228.3247447,260.2426661,-223,1806,1587,223,895,1587,223
425,mL2_H-41,-246.6427157,266.0984109,-223,1847,1714,223,854,1714,223
426,mL2_H-42,-364.8086433,266.3987055,-223,1849,2534,223,852,2534,223
427,mL2_H-43,-383.7272035,259.4919296,-223,1801,2666,223,900,2666,223
428,mL2_H-44,-389.432801,260.9934026,-223,1811,2705,223,890,2705,223
429,mL2_H-45,-216.1628131,262.0444337,-223,1819,1502,223,882,1502,223
430,mL2_H-46,-355.0490686,118.5036119,-223,822,2467,223,1879,2467,223
431,mL2_H-47,-325.4700498,112.4977198,-223,780,2261,223,1921,2261,223
432,mL2_H-48,-267.0627489,106.7921222,-223,741,1856,223,1960,1856,223
433,mL2_H-49,-242.4385912,115.8009604,-223,803,1685,223,1898,1685,223
434,mL2_H-5,-322.6172511,100.0354936,-223,694,2241,223,2007,2241,223
435,mL2_H-50,-405.0481205,93.87945417,-223,651,2814,223,2050,2814,223
436,mL2_H-51,-187.1843836,98.98446248,-223,686,1301,223,2015,1301,223
437,mL2_H-52,-423.0657969,197.0306515,-223,1367,2939,223,1334,2939,223
438,mL2_H-53,-428.0206579,192.0757905,-223,1333,2973,223,1368,2973,223
439,mL2_H-54,-430.8734567,176.010029,-223,1221,2993,223,1480,2993,223
440,mL2_H-55,-425.9185957,177.2112074,-223,1230,2959,223,1471,2959,223
441,mL2_H-56,-425.7684484,156.0404377,-223,1083,2958,223,1618,2958,223
442,mL2_H-57,-428.3209525,131.8667219,-223,915,2975,223,1786,2975,223
443,mL2_H-58,-423.8165334,132.1670165,-223,917,2944,223,1784,2944,223
444,mL2_H-59,-419.3121143,118.05317,-223,819,2913,223,1882,2913,223
445,mL2_H-6,-279.5249751,96.28181103,-223,668,1942,223,2033,1942,223
446,mL2_H-60,-422.0147658,117.0021389,-223,812,2932,223,1889,2932,223
447,mL2_H-61,-279.975417,115.5006658,-223,801,1945,223,1900,1945,223
448,mL2_H-62,-322.4671038,144.1788007,-223,1000,2240,223,1701,2240,223
449,mL2_H-63,-323.2178403,132.3171638,-223,918,2246,223,1783,2246,223
450,mL2_H-64,-315.2600332,95.68122181,-223,663,2190,223,2038,2190,223
451,mL2_H-65,-308.3532573,99.43490439,-223,690,2142,223,2011,2142,223
452,mL2_H-66,-294.0892635,99.28475709,-223,688,2043,223,2013,2043,223
453,mL2_H-67,-291.2364647,92.82842305,-223,644,2023,223,2057,2023,223
454,mL2_H-68,-291.8370539,65.65176118,-223,455,2028,223,2246,2028,223
455,mL2_H-69,-305.8007531,64.75087736,-223,449,2125,223,2252,2125,223
456,mL2_H-7,-343.3375789,95.98151642,-223,666,2385,223,2035,2385,223
457,mL2_H-70,-170.518033,117.0021389,-223,812,1185,223,1889,1185,223
458,mL2_H-71,-429.7195372,111.4105863,-223,773,2985,223,1928,2985,223
459,mL2_H-8,-257.1530269,100.7862301,-223,699,1787,223,2002,1787,223
460,mL2_H-9,-281.3267427,131.5664273,-223,913,1955,223,1788,1955,223
461,mL2_L-1,-302.3473652,287.419328,-230,1995,2101,230,706,2101,230
462,mL2_L-10,-243.6397696,118.5036119,-230,822,1693,230,1879,1693,230
463,mL2_L-11,-265.110834,109.4947737,-230,759,1842,230,1942,1842,230
464,mL2_L-12,-282.978363,124.3593567,-230,863,1966,230,1838,1966,230
465,mL2_L-13,-281.3267427,127.6625974,-230,886,1955,230,1815,1955,230
466,mL2_L-14,-281.9273319,149.283809,-230,1036,1959,230,1665,1959,230
467,mL2_L-15,-299.3444191,162.646919,-230,1128,2080,230,1573,2080,230
468,mL2_L-16,-323.9685768,151.6861659,-230,1052,2251,230,1649,2251,230
469,mL2_L-17,-323.9685768,123.1581783,-230,854,2251,230,1847,2251,230
470,mL2_L-18,-283.5789523,112.4977198,-230,780,1970,230,1921,1970,230
471,mL2_L-19,-320.6653361,109.0443318,-230,756,2228,230,1945,2228,230
472,mL2_L-2,-301.296334,85.17091059,-230,590,2093,230,2111,2093,230
473,mL2_L-20,-217.2138443,260.5429607,-230,1808,1509,230,893,1509,230
474,mL2_L-21,-284.930278,107.5428588,-230,746,1980,230,1955,1980,230
475,mL2_L-22,-318.7134212,104.0894708,-230,722,2214,230,1979,2214,230
476,mL2_L-23,-311.206056,69.10514915,-230,479,2162,230,2222,2162,230
477,mL2_L-24,-290.7860228,67.75382342,-230,470,2020,230,2231,2020,230
478,mL2_L-25,-388.5319172,260.5429607,-230,1808,2699,230,893,2699,230
479,mL2_L-26,-379.2227844,74.36030476,-230,515,2634,230,2186,2634,230
480,mL2_L-27,-405.9490044,97.48298945,-230,676,2820,230,2025,2820,230
481,mL2_L-28,-425.0177119,105.7410911,-230,733,2953,230,1968,2953,230
482,mL2_L-29,-182.2295226,106.6419749,-230,740,1266,230,1961,1266,230
483,mL2_L-3,-300.0951556,74.51045206,-230,516,2085,230,2185,2085,230
484,mL2_L-30,-171.4189168,112.0472779,-230,777,1191,230,1924,1191,230
485,mL2_L-31,-168.8664126,173.9079668,-230,1207,1174,230,1494,1174,230
486,mL2_L-32,-173.0705371,136.8215829,-230,949,1203,230,1752,1203,230
487,mL2_L-33,-177.2746616,131.2661327,-230,911,1232,230,1790,1232,230
488,mL2_L-34,-177.5749562,119.4044957,-230,828,1234,230,1873,1234,230
489,mL2_L-35,-179.6770185,121.6567053,-230,844,1249,230,1857,1249,230
490,mL2_L-36,-204.1510289,94.9304853,-230,658,1419,230,2043,1419,230
491,mL2_L-37,-207.3041222,97.18269484,-230,674,1441,230,2027,1441,230
492,mL2_L-38,-216.1628131,89.37503508,-230,620,1502,230,2081,1502,230
493,mL2_L-39,-220.6672322,75.11104128,-230,521,1533,230,2180,1533,230
494,mL2_L-4,-246.1922738,49.73614704,-230,344,1711,230,2357,1711,230
495,mL2_L-40,-425.3180065,128.5634812,-230,892,2955,230,1809,2955,230
496,mL2_L-41,-422.0147658,129.3142177,-230,897,2932,230,1804,2932,230
497,mL2_L-42,-430.4230148,141.9265912,-230,985,2990,230,1716,2990,230
498,mL2_L-43,-425.1678592,139.9746762,-230,971,2954,230,1730,2954,230
499,mL2_L-44,-265.4111286,272.7048923,-230,1893,1844,230,808,1844,230
500,mL2_L-45,-346.7909669,272.104303,-230,1889,2409,230,812,2409,230
501,mL2_L-46,-184.3315849,209.192583,-230,1452,1281,230,1249,1281,230
502,mL2_L-47,-181.7790807,212.4958237,-230,1475,1263,230,1226,1263,230
503,mL2_L-48,-174.8723048,189.373139,-230,1314,1215,230,1387,1215,230
504,mL2_L-49,-182.8301118,196.5802095,-230,1364,1271,230,1337,1271,230
505,mL2_L-5,-362.5564337,49.28570513,-230,341,2519,230,2360,2519,230
506,mL2_L-50,-178.0253981,161.145446,-230,1118,1237,230,1583,1237,230
507,mL2_L-51,-424.7174172,147.6321887,-230,1024,2950,230,1677,2950,230
508,mL2_L-52,-198.1451368,232.7657096,-230,1615,1377,230,1086,1377,230
509,mL2_L-53,-200.6976409,241.3241059,-230,1675,1395,230,1026,1395,230
510,mL2_L-54,-178.47584,184.7185726,-230,1282,1240,230,1419,1240,230
511,mL2_L-55,-410.6035707,237.1199814,-230,1646,2852,230,1055,2852,230
512,mL2_L-56,-411.6546019,224.8079025,-230,1560,2860,230,1141,2860,230
513,mL2_L-57,-425.4681538,171.5056099,-230,1190,2956,230,1511,2956,230
514,mL2_L-58,-433.5761081,170.9050207,-230,1186,3012,230,1515,3012,230
515,mL2_L-59,-325.9204918,115.6508131,-230,802,2264,230,1899,2264,230
516,mL2_L-6,-225.7722405,94.32989608,-230,654,1569,230,2047,1569,230
517,mL2_L-60,-278.1736493,117.4525808,-230,815,1933,230,1886,1933,230
518,mL2_L-61,-372.9165977,262.9453176,-230,1825,2591,230,876,2591,230
519,mL2_L-62,-238.0843194,264.2966433,-230,1834,1654,230,867,1654,230
520,mL2_L-63,-417.9607886,215.0483278,-230,1492,2904,230,1209,2904,230
521,mL2_L-64,-420.9637347,222.555693,-230,1545,2924,230,1156,2924,230
522,mL2_L-65,-400.2434068,94.78033799,-230,657,2780,230,2044,2780,230
523,mL2_L-66,-196.4935164,95.98151642,-230,666,1366,230,2035,1366,230
524,mL2_L-7,-375.6192491,86.22194171,-230,598,2609,230,2103,2609,230
525,mL2_L-8,-358.6526039,122.4074418,-230,849,2492,230,1852,2492,230
526,mL2_L-9,-334.0284461,109.1944791,-230,757,2321,230,1944,2321,230
527,mL3-L4-1,-301.296334,280.3624047,-275,1946,2093,275,755,2093,275
528,mL3-L4-10,-237.0332883,133.2180476,-275,924,1647,275,1777,1647,275
529,mL3-L4-11,-238.8350559,107.5428588,-275,746,1660,275,1955,1660,275
530,mL3-L4-12,-367.9617366,100.0354936,-275,694,2556,275,2007,2556,275
531,mL3-L4-13,-387.7811807,101.6871139,-275,705,2694,275,1996,2694,275
532,mL3-L4-14,-410.9038654,100.9363774,-275,700,2854,275,2001,2854,275
533,mL3-L4-15,-400.9941433,103.0384397,-275,715,2786,275,1986,2786,275
534,mL3-L4-16,-407.6006247,121.6567053,-275,844,2832,275,1857,2832,275
535,mL3-L4-17,-424.4171226,128.7136285,-275,893,2948,275,1808,2948,275
536,mL3-L4-18,-387.0304442,250.783386,-275,1741,2689,275,960,2689,275
537,mL3-L4-19,-397.3906081,244.4771993,-275,1697,2761,275,1004,2761,275
538,mL3-L4-2,-301.296334,81.1169334,-275,562,2093,275,2139,2093,275
539,mL3-L4-20,-395.4386931,233.966888,-275,1624,2747,275,1077,2747,275
540,mL3-L4-21,-373.066745,86.67238362,-275,601,2592,275,2100,2592,275
541,mL3-L4-22,-229.8262177,92.67827575,-275,643,1597,275,2058,1597,275
542,mL3-L4-23,-194.6917488,105.4407965,-275,731,1353,275,1970,1353,275
543,mL3-L4-24,-203.8507343,109.4947737,-275,759,1417,275,1942,1417,275
544,mL3-L4-25,-180.8781969,135.6204045,-275,941,1257,275,1760,1257,275
545,mL3-L4-27,-217.6642862,247.1798507,-275,1716,1513,275,985,1513,275
546,mL3-L4-28,-203.700587,238.6214544,-275,1656,1416,275,1045,1416,275
547,mL3-L4-29,-206.2530911,229.1621743,-275,1590,1433,275,1111,1433,275
548,mL3-L4-3,-282.5279211,119.1042011,-275,826,1963,275,1875,1963,275
549,mL3-L4-30,-343.3375789,121.506558,-275,843,2385,275,1858,2385,275
550,mL3-L4-31,-263.7595082,122.4074418,-275,849,1833,275,1852,1833,275
551,mL3-L4-32,-280.5760062,126.7617136,-275,879,1949,275,1822,1949,275
552,mL3-L4-33,-332.8272677,124.509504,-275,864,2312,275,1837,2312,275
553,mL3-L4-34,-363.4573176,256.0385416,-275,1777,2525,275,924,2525,275
554,mL3-L4-35,-377.1207221,263.5459068,-275,1829,2620,275,872,2620,275
555,mL3-L4-36,-243.7899169,255.5880997,-275,1774,1694,275,927,1694,275
556,mL3-L4-37,-226.8232717,259.4919296,-275,1801,1576,275,900,1576,275
557,mL3-L4-38,-213.3100144,116.551697,-275,808,1482,275,1893,1482,275
558,mL3-L4-39,-393.7870728,110.2455102,-275,765,2736,275,1936,2736,275
559,mL3-L4-4,-323.9685768,117.0021389,-275,812,2251,275,1889,2251,275
560,mL3-L4-40,-221.4179687,106.9422696,-275,742,1539,275,1959,1539,275
561,mL3-L4-41,-289.885139,69.85588567,-275,484,2014,275,2217,2014,275
562,mL3-L4-42,-309.1039938,71.3573587,-275,495,2148,275,2206,2148,275
563,mL3-L4-5,-326.6712283,132.6174584,-275,920,2270,275,1781,2270,275
564,mL3-L4-6,-281.47689,136.0708464,-275,944,1956,275,1757,1956,275
565,mL3-L4-7,-287.0323402,166.2504543,-275,1154,1994,275,1547,1994,275
566,mL3-L4-8,-324.7193133,164.2985394,-275,1140,2256,275,1561,2256,275
567,mL3-L4-9,-355.4995105,126.461419,-275,877,2470,275,1824,2470,275
568,mL3_H-1,-302.3473652,284.2662346,-255,1973,2101,255,728,2101,255
569,mL3_H-10,-232.8291638,100.7862301,-255,699,1618,255,2002,1618,255
570,mL3_H-11,-370.8145354,92.97857036,-255,645,2576,255,2056,2576,255
571,mL3_H-12,-376.2198383,81.1169334,-255,562,2614,255,2139,2614,255
572,mL3_H-13,-224.7212094,82.76855374,-255,574,1562,255,2127,1562,255
573,mL3_H-14,-245.7418319,125.8608298,-255,873,1708,255,1828,1708,255
574,mL3_H-15,-360.1540769,126.3112717,-255,876,2502,255,1825,2502,255
575,mL3_H-16,-286.8821929,156.190585,-255,1084,1993,255,1617,1993,255
576,mL3_H-17,-322.9175457,155.4398485,-255,1078,2243,255,1623,2243,255
577,mL3_H-18,-257.1530269,115.3505185,-255,800,1787,255,1901,1787,255
578,mL3_H-19,-352.4965644,107.3927115,-255,745,2449,255,1956,2449,255
579,mL3_H-2,-299.4945664,77.36325083,-255,536,2081,255,2165,2081,255
580,mL3_H-20,-232.0784273,255.2878051,-255,1772,1613,255,929,1613,255
581,mL3_H-21,-223.6701783,252.8854482,-255,1755,1554,255,946,1554,255
582,mL3_H-22,-206.4032384,235.7686557,-255,1636,1434,255,1065,1434,255
583,mL3_H-23,-201.8988193,239.0718963,-255,1659,1403,255,1042,1403,255
584,mL3_H-24,-192.2893919,133.5183422,-255,926,1336,255,1775,1336,255
585,mL3_H-25,-175.9233359,161.145446,-255,1118,1223,255,1583,1223,255
586,mL3_H-26,-325.3199025,123.1581783,-255,854,2260,255,1847,2260,255
587,mL3_H-27,-283.7290996,125.1100932,-255,868,1971,255,1833,1971,255
588,mL3_H-28,-307.7526681,70.45647488,-255,488,2138,255,2213,2138,255
589,mL3_H-29,-290.9361701,68.95500185,-255,478,2021,255,2223,2021,255
590,mL3_H-3,-282.0774792,98.23372597,-255,681,1960,255,2020,1960,255
591,mL3_H-30,-378.7723425,253.0355955,-255,1756,2631,255,945,2631,255
592,mL3_H-31,-384.3277927,253.3358901,-255,1758,2670,255,943,2670,255
593,mL3_H-32,-404.4475313,241.4742532,-255,1676,2810,255,1025,2810,255
594,mL3_H-33,-400.3935541,236.3692449,-255,1640,2782,255,1061,2782,255
595,mL3_H-34,-410.3032761,126.461419,-255,877,2850,255,1824,2850,255
596,mL3_H-35,-394.8381039,97.48298945,-255,676,2743,255,2025,2743,255
597,mL3_H-36,-399.9431122,94.63019069,-255,656,2778,255,2045,2778,255
598,mL3_H-37,-390.934274,95.38092721,-255,661,2716,255,2040,2716,255
599,mL3_H-38,-381.024552,93.72930687,-255,650,2647,255,2051,2647,255
600,mL3_H-39,-217.2138443,254.9875105,-255,1770,1509,255,931,1509,255
601,mL3_H-4,-324.2688714,96.28181103,-255,668,2253,255,2033,2253,255
602,mL3_H-40,-388.8322118,257.23972,-255,1785,2701,255,916,2701,255
603,mL3_H-41,-418.2610832,98.08357866,-255,680,2906,255,2021,2906,255
604,mL3_H-42,-197.2442529,110.3956575,-255,766,1371,255,1935,1371,255
605,mL3_H-43,-217.6642862,98.83431518,-255,685,1513,255,2016,1513,255
606,mL3_H-5,-298.1432407,114.1493401,-255,792,2071,255,1909,2071,255
607,mL3_H-6,-307.6025208,112.7980144,-255,782,2137,255,1919,2137,255
608,mL3_H-7,-299.9450083,87.12282553,-255,604,2084,255,2097,2084,255
609,mL3_H-8,-189.1362986,106.4918276,-255,739,1314,255,1962,1314,255
610,mL3_H-9,-199.6466098,105.8912384,-255,734,1387,255,1967,1387,255
611,mL3_L-1,-301.4464813,282.0140251,-268,1957,2094,268,744,2094,268
612,mL3_L-10,-291.5367593,70.60662218,-268,489,2026,268,2212,2026,268
613,mL3_L-11,-222.1687053,103.4888816,-268,718,1544,268,1983,1544,268
614,mL3_L-12,-380.2738155,96.88240024,-268,672,2642,268,2029,2642,268
615,mL3_L-13,-367.9617366,98.23372597,-268,681,2556,268,2020,2556,268
616,mL3_L-14,-236.1324045,104.3897654,-268,724,1641,268,1977,1641,268
617,mL3_L-15,-241.6878547,129.464365,-268,898,1679,268,1803,1679,268
618,mL3_L-16,-355.0490686,125.5605351,-268,871,2467,268,1830,2467,268
619,mL3_L-17,-401.294438,116.2514023,-268,806,2788,268,1895,2788,268
620,mL3_L-18,-387.4808861,100.6360828,-268,698,2692,268,2003,2692,268
621,mL3_L-19,-396.7900189,100.1856409,-268,695,2756,268,2006,2756,268
622,mL3_L-2,-300.6957448,83.96973216,-268,582,2089,268,2119,2089,268
623,mL3_L-20,-414.0569587,98.38387327,-268,682,2876,268,2019,2876,268
624,mL3_L-21,-193.790865,103.4888816,-268,718,1347,268,1983,1347,268
625,mL3_L-22,-205.8026492,106.3416803,-268,737,1430,268,1964,1430,268
626,mL3_L-23,-204.6014708,111.2965413,-268,772,1422,268,1929,1422,268
627,mL3_L-24,-183.881143,156.0404377,-268,1083,1278,268,1618,1278,268
628,mL3_L-25,-175.0224521,156.7911742,-268,1088,1216,268,1613,1216,268
629,mL3_L-26,-400.2434068,233.3662988,-268,1620,2780,268,1081,2780,268
630,mL3_L-27,-401.7448799,240.7235167,-268,1671,2791,268,1030,2791,268
631,mL3_L-28,-203.0999978,239.5223383,-268,1662,1411,268,1039,1411,268
632,mL3_L-29,-208.5053007,235.6185084,-268,1635,1449,268,1066,1449,268
633,mL3_L-3,-320.5151888,117.0021389,-268,812,2227,268,1889,2227,268
634,mL3_L-30,-186.5837944,202.2858071,-268,1404,1297,268,1297,1297,268
635,mL3_L-31,-183.5808483,214.4477386,-268,1488,1276,268,1213,1276,268
636,mL3_L-32,-214.3610455,112.6478671,-268,781,1490,268,1920,1490,268
637,mL3_L-33,-392.2855998,106.191533,-268,736,2725,268,1965,2725,268
638,mL3_L-34,-314.3591494,110.2455102,-268,765,2184,268,1936,2184,268
639,mL3_L-35,-291.2364647,110.3956575,-268,766,2023,268,1935,2023,268
640,mL3_L-36,-281.3267427,126.6115663,-268,878,1955,268,1823,1955,268
641,mL3_L-37,-329.6741743,122.4074418,-268,849,2290,268,1852,2290,268
642,mL3_L-38,-228.1745974,250.1827968,-268,1736,1586,268,965,1586,268
643,mL3_L-39,-214.6613401,245.6783777,-268,1705,1492,268,996,1492,268
644,mL3_L-4,-286.5818983,117.9030227,-268,818,1991,268,1883,1991,268
645,mL3_L-40,-388.3817699,251.0836806,-268,1743,2698,268,958,2698,268
646,mL3_L-41,-379.6732263,262.7951702,-268,1824,2638,268,877,2638,268
647,mL3_L-42,-373.6673342,253.6361848,-268,1760,2596,268,941,2596,268
648,mL3_L-43,-223.3698837,258.8913404,-268,1797,1552,268,904,1552,268
649,mL3_L-44,-232.9036831,75.5593712,-268,524,1618,268,2177,1618,268
650,mL3_L-45,-373.0892506,73.36439885,-268,508,2592,268,2193,2592,268
651,mL3_L-5,-283.5789523,131.7165746,-268,914,1970,268,1787,1970,268
652,mL3_L-6,-323.3679876,129.464365,-268,898,2247,268,1803,2247,268
653,mL3_L-7,-325.7703445,159.643973,-268,1108,2263,268,1593,2263,268
654,mL3_L-8,-286.2816037,163.5478028,-268,1135,1989,268,1566,1989,268
655,mL3_L-9,-311.3562033,71.05706409,-268,492,2163,268,2209,2163,268
656,mL4-L5-1,-300.3954502,85.7714998,-313,595,2087,313,2106,2087,313
657,mL4-L5-10,-331.7762366,140.4251182,-313,974,2305,313,1727,2305,313
658,mL4-L5-11,-216.3129604,242.6754316,-313,1684,1503,313,1017,1503,313
659,mL4-L5-12,-238.6849086,262.4948756,-313,1822,1659,313,879,1659,313
660,mL4-L5-13,-368.7124732,260.8432553,-313,1810,2562,313,891,2562,313
661,mL4-L5-14,-384.3277927,245.5282304,-313,1704,2670,313,997,2670,313
662,mL4-L5-15,-370.3640935,246.1288196,-313,1708,2573,313,993,2573,313
663,mL4-L5-16,-257.4533215,257.6901619,-313,1789,1789,313,912,1789,313
664,mL4-L5-17,-192.5896865,132.7676057,-313,921,1338,313,1780,1338,313
665,mL4-L5-18,-208.9557426,121.056116,-313,840,1452,313,1861,1452,313
666,mL4-L5-19,-203.0999978,131.7165746,-313,914,1411,313,1787,1411,313
667,mL4-L5-2,-277.2727655,115.3505185,-313,800,1927,313,1901,1927,313
668,mL4-L5-20,-195.1421907,144.6292426,-313,1003,1356,313,1698,1356,313
