id,name,x,y,z
263,mL1_L-3,1542,1874,-194.0
264,mL1_L-30,1446,462,-194.0
265,mL1_L-31,1332,590,-194.0
266,mL1_L-32,1263,673,-194.0
267,mL1_L-33,1271,706,-194.0
268,mL1_L-34,1176,869,-194.0
269,mL1_L-35,1130,978,-194.0
270,mL1_L-36,2400,313,-194.0
271,mL1_L-37,2658,434,-194.0
272,mL1_L-38,2850,636,-194.0
273,mL1_L-39,2895,703,-194.0
274,mL1_L-4,1516,1828,-194.0
275,mL1_L-40,2932,754,-194.0
276,mL1_L-41,3031,971,-194.0
277,mL1_L-42,2084,501,-194.0
278,mL1_L-43,1995,641,-194.0
279,mL1_L-44,1937,700,-194.0
280,mL1_L-45,1841,657,-194.0
281,mL1_L-46,2023,433,-194.0
282,mL1_L-47,1387,588,-194.0
283,mL1_L-48,1606,586,-194.0
284,mL1_L-49,1588,548,-194.0
285,mL1_L-5,1551,1815,-194.0
286,mL1_L-50,1723,591,-194.0
287,mL1_L-51,1908,727,-194.0
288,mL1_L-52,1932,794,-194.0
289,mL1_L-53,1917,912,-194.0
290,mL1_L-54,1661,620,-194.0
291,mL1_L-55,1661,595,-194.0
292,mL1_L-56,2141,443,-194.0
293,mL1_L-57,2132,656,-194.0
294,mL1_L-58,2211,686,-194.0
295,mL1_L-59,2271,700,-194.0
296,mL1_L-6,1805,1889,-194.0
297,mL1_L-60,2321,645,-194.0
298,mL1_L-61,2661,465,-194.0
299,mL1_L-62,2645,521,-194.0
300,mL1_L-63,2565,555,-194.0
301,mL1_L-64,2475,563,-194.0
302,mL1_L-65,2481,583,-194.0
303,mL1_L-66,2516,597,-194.0
304,mL1_L-67,2346,763,-194.0
305,mL1_L-68,2237,949,-194.0
306,mL1_L-69,2207,765,-194.0
307,mL1_L-7,2445,1897,-194.0
308,mL1_L-70,2240,713,-194.0
309,mL1_L-71,1728,721,-194.0
310,mL1_L-72,1862,698,-194.0
311,mL1_L-73,2210,981,-194.0
312,mL1_L-74,2140,1031,-194.0
313,mL1_L-75,2059,1047,-194.0
314,mL1_L-76,1945,964,-194.0
315,mL1_L-77,2088,1081,-194.0
316,mL1_L-78,2066,1122,-194.0
317,mL1_L-79,2188,1070,-194.0
318,mL1_L-8,2699,1804,-194.0
319,mL1_L-80,2013,749,-194.0
320,mL1_L-81,2136,760,-194.0
321,mL1_L-82,2139,693,-194.0
322,mL1_L-83,2009,703,-194.0
323,mL1_L-84,2915,1402,-194.0
324,mL1_L-85,2947,1341,-194.0
325,mL1_L-86,2627,583,-194.0
326,mL1_L-87,2665,569,-194.0
327,mL1_L-88,2798,638,-194.0
328,mL1_L-89,2873,717,-194.0
329,mL1_L-9,2725,1811,-194.0
330,mL1_L-90,3006,986,-194.0
331,mL1_L-91,3001,1074,-194.0
332,mL1_L-92,2966,1350,-194.0
333,mL1_L-93,2913,1443,-194.0
334,mL1_L-94,2895,1515,-194.0
335,mL1_L-95,2841,1621,-194.0
336,mL1_L-96,2809,1657,-194.0
337,mL1_L-97,2627,1794,-194.0
338,mL1_L-98,1510,1718,-194.0
339,mL1_L-99,1432,1621,-194.0
340,mL2-L3-1,2091,516,-237.0
341,mL2-L3-10,2154,479,-237.0
342,mL2-L3-11,1645,400,-237.0
343,mL2-L3-12,1204,768,-237.0
344,mL2-L3-13,1297,751,-237.0
345,mL2-L3-14,1407,680,-237.0
346,mL2-L3-15,1424,701,-237.0
347,mL2-L3-16,1471,663,-237.0
348,mL2-L3-17,1602,659,-237.0
349,mL2-L3-18,2601,611,-237.0
350,mL2-L3-19,2603,422,-237.0
351,mL2-L3-2,2104,1989,-237.0
352,mL2-L3-20,2921,710,-237.0
353,mL2-L3-21,2782,662,-237.0
354,mL2-L3-22,2714,624,-237.0
355,mL2-L3-23,2957,985,-237.0
356,mL2-L3-24,2976,983,-237.0
357,mL2-L3-25,2998,1038,-237.0
358,mL2-L3-26,2978,1033,-237.0
359,mL2-L3-27,1199,1010,-237.0
360,mL2-L3-28,1226,1008,-237.0
361,mL2-L3-29,1245,905,-237.0
362,mL2-L3-3,1939,878,-237.0
363,mL2-L3-30,1209,894,-237.0
364,mL2-L3-31,1519,574,-237.0
365,mL2-L3-32,2629,558,-237.0
366,mL2-L3-33,2507,854,-237.0
367,mL2-L3-34,1683,843,-237.0
368,mL2-L3-35,1865,735,-237.0
369,mL2-L3-36,2275,778,-237.0
370,mL2-L3-37,1676,1823,-237.0
371,mL2-L3-38,1600,1805,-237.0
372,mL2-L3-39,1390,1665,-237.0
373,mL2-L3-4,1950,1062,-237.0
374,mL2-L3-40,1403,1644,-237.0
375,mL2-L3-41,1241,1074,-237.0
376,mL2-L3-42,2827,1615,-237.0
377,mL2-L3-43,2652,1791,-237.0
378,mL2-L3-44,2570,1807,-237.0
379,mL2-L3-45,1786,718,-237.0
380,mL2-L3-46,1952,719,-237.0
381,mL2-L3-47,2844,1649,-237.0
382,mL2-L3-48,2234,698,-237.0
383,mL2-L3-49,1494,1792,-237.0
384,mL2-L3-5,2255,1091,-237.0
385,mL2-L3-50,2691,1808,-237.0
386,mL2-L3-6,2269,852,-237.0
387,mL2-L3-7,2233,761,-237.0
388,mL2-L3-8,1980,769,-237.0
389,mL2-L3-9,2019,480,-237.0
390,mL2_H-1,2129,1997,-223.0
391,mL2_H-10,2236,851,-223.0
392,mL2_H-11,2227,1032,-223.0
393,mL2_H-12,2174,1079,-223.0
394,mL2_H-13,2083,1090,-223.0
395,mL2_H-14,2002,1044,-223.0
396,mL2_H-15,1965,1001,-223.0
397,mL2_H-16,1569,631,-223.0
398,mL2_H-17,2601,607,-223.0
399,mL2_H-18,2679,605,-223.0
400,mL2_H-19,2726,618,-223.0
401,mL2_H-2,2083,499,-223.0
402,mL2_H-20,2703,633,-223.0
403,mL2_H-21,1541,615,-223.0
404,mL2_H-22,1454,628,-223.0
405,mL2_H-23,1477,644,-223.0
406,mL2_H-24,1716,333,-223.0
407,mL2_H-25,2454,306,-223.0
408,mL2_H-26,2637,517,-223.0
409,mL2_H-27,1541,479,-223.0
410,mL2_H-28,1237,777,-223.0
411,mL2_H-29,1190,871,-223.0
412,mL2_H-3,2028,740,-223.0
413,mL2_H-30,1231,878,-223.0
414,mL2_H-31,1269,790,-223.0
415,mL2_H-32,1172,1193,-223.0
416,mL2_H-33,1215,1186,-223.0
417,mL2_H-34,1198,1309,-223.0
418,mL2_H-35,1239,1302,-223.0
419,mL2_H-36,1276,1516,-223.0
420,mL2_H-37,1298,1502,-223.0
421,mL2_H-38,1302,1542,-223.0
422,mL2_H-39,1319,1531,-223.0
423,mL2_H-4,2165,736,-223.0
424,mL2_H-40,1587,1806,-223.0
425,mL2_H-41,1714,1847,-223.0
426,mL2_H-42,2534,1849,-223.0
427,mL2_H-43,2666,1801,-223.0
428,mL2_H-44,2705,1811,-223.0
429,mL2_H-45,1502,1819,-223.0
430,mL2_H-46,2467,822,-223.0
431,mL2_H-47,2261,780,-223.0
432,mL2_H-48,1856,741,-223.0
433,mL2_H-49,1685,803,-223.0
434,mL2_H-5,2241,694,-223.0
435,mL2_H-50,2814,651,-223.0
436,mL2_H-51,1301,686,-223.0
437,mL2_H-52,2939,1367,-223.0
438,mL2_H-53,2973,1333,-223.0
439,mL2_H-54,2993,1221,-223.0
440,mL2_H-55,2959,1230,-223.0
441,mL2_H-56,2958,1083,-223.0
442,mL2_H-57,2975,915,-223.0
443,mL2_H-58,2944,917,-223.0
444,mL2_H-59,2913,819,-223.0
445,mL2_H-6,1942,668,-223.0
446,mL2_H-60,2932,812,-223.0
447,mL2_H-61,1945,801,-223.0
448,mL2_H-62,2240,1000,-223.0
449,mL2_H-63,2246,918,-223.0
450,mL2_H-64,2190,663,-223.0
451,mL2_H-65,2142,690,-223.0
452,mL2_H-66,2043,688,-223.0
453,mL2_H-67,2023,644,-223.0
454,mL2_H-68,2028,455,-223.0
455,mL2_H-69,2125,449,-223.0
456,mL2_H-7,2385,666,-223.0
457,mL2_H-70,1185,812,-223.0
458,mL2_H-71,2985,773,-223.0
459,mL2_H-8,1787,699,-223.0
460,mL2_H-9,1955,913,-223.0
461,mL2_L-1,2101,1995,-230.0
462,mL2_L-10,1693,822,-230.0
463,mL2_L-11,1842,759,-230.0
464,mL2_L-12,1966,863,-230.0
465,mL2_L-13,1955,886,-230.0
466,mL2_L-14,1959,1036,-230.0
467,mL2_L-15,2080,1128,-230.0
468,mL2_L-16,2251,1052,-230.0
469,mL2_L-17,2251,854,-230.0
470,mL2_L-18,1970,780,-230.0
471,mL2_L-19,2228,756,-230.0
472,mL2_L-2,2093,590,-230.0
473,mL2_L-20,1509,1808,-230.0
474,mL2_L-21,1980,746,-230.0
475,mL2_L-22,2214,722,-230.0
476,mL2_L-23,2162,479,-230.0
477,mL2_L-24,2020,470,-230.0
478,mL2_L-25,2699,1808,-230.0
479,mL2_L-26,2634,515,-230.0
480,mL2_L-27,2820,676,-230.0
481,mL2_L-28,2953,733,-230.0
482,mL2_L-29,1266,740,-230.0
483,mL2_L-3,2085,516,-230.0
484,mL2_L-30,1191,777,-230.0
485,mL2_L-31,1174,1207,-230.0
486,mL2_L-32,1203,949,-230.0
487,mL2_L-33,1232,911,-230.0
488,mL2_L-34,1234,828,-230.0
489,mL2_L-35,1249,844,-230.0
490,mL2_L-36,1419,658,-230.0
491,mL2_L-37,1441,674,-230.0
492,mL2_L-38,1502,620,-230.0
493,mL2_L-39,1533,521,-230.0
494,mL2_L-4,1711,344,-230.0
495,mL2_L-40,2955,892,-230.0
496,mL2_L-41,2932,897,-230.0
497,mL2_L-42,2990,985,-230.0
498,mL2_L-43,2954,971,-230.0
499,mL2_L-44,1844,1893,-230.0
500,mL2_L-45,2409,1889,-230.0
501,mL2_L-46,1281,1452,-230.0
502,mL2_L-47,1263,1475,-230.0
503,mL2_L-48,1215,1314,-230.0
504,mL2_L-49,1271,1364,-230.0
505,mL2_L-5,2519,341,-230.0
506,mL2_L-50,1237,1118,-230.0
507,mL2_L-51,2950,1024,-230.0
508,mL2_L-52,1377,1615,-230.0
509,mL2_L-53,1395,1675,-230.0
510,mL2_L-54,1240,1282,-230.0
511,mL2_L-55,2852,1646,-230.0
512,mL2_L-56,2860,1560,-230.0
513,mL2_L-57,2956,1190,-230.0
514,mL2_L-58,3012,1186,-230.0
515,mL2_L-59,2264,802,-230.0
516,mL2_L-6,1569,654,-230.0
517,mL2_L-60,1933,815,-230.0
518,mL2_L-61,2591,1825,-230.0
519,mL2_L-62,1654,1834,-230.0
520,mL2_L-63,2904,1492,-230.0
521,mL2_L-64,2924,1545,-230.0
522,mL2_L-65,2780,657,-230.0
523,mL2_L-66,1366,666,-230.0
524,mL2_L-7,2609,598,-230.0
525,mL2_L-8,2492,849,-230.0
526,mL2_L-9,2321,757,-230.0
527,mL3-L4-1,2093,1946,-275.0
528,mL3-L4-10,1647,924,-275.0
529,mL3-L4-11,1660,746,-275.0
530,mL3-L4-12,2556,694,-275.0
531,mL3-L4-13,2694,705,-275.0
532,mL3-L4-14,2854,700,-275.0
533,mL3-L4-15,2786,715,-275.0
534,mL3-L4-16,2832,844,-275.0
535,mL3-L4-17,2948,893,-275.0
536,mL3-L4-18,2689,1741,-275.0
537,mL3-L4-19,2761,1697,-275.0
538,mL3-L4-2,2093,562,-275.0
539,mL3-L4-20,2747,1624,-275.0
540,mL3-L4-21,2592,601,-275.0
541,mL3-L4-22,1597,643,-275.0
542,mL3-L4-23,1353,731,-275.0
543,mL3-L4-24,1417,759,-275.0
544,mL3-L4-25,1257,941,-275.0
545,mL3-L4-27,1513,1716,-275.0
546,mL3-L4-28,1416,1656,-275.0
547,mL3-L4-29,1433,1590,-275.0
548,mL3-L4-3,1963,826,-275.0
549,mL3-L4-30,2385,843,-275.0
550,mL3-L4-31,1833,849,-275.0
551,mL3-L4-32,1949,879,-275.0
552,mL3-L4-33,2312,864,-275.0
553,mL3-L4-34,2525,1777,-275.0
554,mL3-L4-35,2620,1829,-275.0
555,mL3-L4-36,1694,1774,-275.0
556,mL3-L4-37,1576,1801,-275.0
557,mL3-L4-38,1482,808,-275.0
558,mL3-L4-39,2736,765,-275.0
559,mL3-L4-4,2251,812,-275.0
560,mL3-L4-40,1539,742,-275.0
561,mL3-L4-41,2014,484,-275.0
562,mL3-L4-42,2148,495,-275.0
563,mL3-L4-5,2270,920,-275.0
564,mL3-L4-6,1956,944,-275.0
565,mL3-L4-7,1994,1154,-275.0
566,mL3-L4-8,2256,1140,-275.0
567,mL3-L4-9,2470,877,-275.0
568,mL3_H-1,2101,1973,-255.0
569,mL3_H-10,1618,699,-255.0
570,mL3_H-11,2576,645,-255.0
571,mL3_H-12,2614,562,-255.0
572,mL3_H-13,1562,574,-255.0
573,mL3_H-14,1708,873,-255.0
574,mL3_H-15,2502,876,-255.0
575,mL3_H-16,1993,1084,-255.0
576,mL3_H-17,2243,1078,-255.0
577,mL3_H-18,1787,800,-255.0
578,mL3_H-19,2449,745,-255.0
579,mL3_H-2,2081,536,-255.0
580,mL3_H-20,1613,1772,-255.0
581,mL3_H-21,1554,1755,-255.0
582,mL3_H-22,1434,1636,-255.0
583,mL3_H-23,1403,1659,-255.0
584,mL3_H-24,1336,926,-255.0
585,mL3_H-25,1223,1118,-255.0
586,mL3_H-26,2260,854,-255.0
587,mL3_H-27,1971,868,-255.0
588,mL3_H-28,2138,488,-255.0
589,mL3_H-29,2021,478,-255.0
590,mL3_H-3,1960,681,-255.0
591,mL3_H-30,2631,1756,-255.0
592,mL3_H-31,2670,1758,-255.0
593,mL3_H-32,2810,1676,-255.0
594,mL3_H-33,2782,1640,-255.0
595,mL3_H-34,2850,877,-255.0
596,mL3_H-35,2743,676,-255.0
597,mL3_H-36,2778,656,-255.0
598,mL3_H-37,2716,661,-255.0
599,mL3_H-38,2647,650,-255.0
600,mL3_H-39,1509,1770,-255.0
601,mL3_H-4,2253,668,-255.0
602,mL3_H-40,2701,1785,-255.0
603,mL3_H-41,2906,680,-255.0
604,mL3_H-42,1371,766,-255.0
605,mL3_H-43,1513,685,-255.0
606,mL3_H-5,2071,792,-255.0
607,mL3_H-6,2137,782,-255.0
608,mL3_H-7,2084,604,-255.0
609,mL3_H-8,1314,739,-255.0
610,mL3_H-9,1387,734,-255.0
611,mL3_L-1,2094,1957,-268.0
612,mL3_L-10,2026,489,-268.0
613,mL3_L-11,1544,718,-268.0
614,mL3_L-12,2642,672,-268.0
615,mL3_L-13,2556,681,-268.0
616,mL3_L-14,1641,724,-268.0
617,mL3_L-15,1679,898,-268.0
618,mL3_L-16,2467,871,-268.0
619,mL3_L-17,2788,806,-268.0
620,mL3_L-18,2692,698,-268.0
621,mL3_L-19,2756,695,-268.0
622,mL3_L-2,2089,582,-268.0
623,mL3_L-20,2876,682,-268.0
624,mL3_L-21,1347,718,-268.0
625,mL3_L-22,1430,737,-268.0
626,mL3_L-23,1422,772,-268.0
627,mL3_L-24,1278,1083,-268.0
628,mL3_L-25,1216,1088,-268.0
629,mL3_L-26,2780,1620,-268.0
630,mL3_L-27,2791,1671,-268.0
631,mL3_L-28,1411,1662,-268.0
632,mL3_L-29,1449,1635,-268.0
633,mL3_L-3,2227,812,-268.0
634,mL3_L-30,1297,1404,-268.0
635,mL3_L-31,1276,1488,-268.0
636,mL3_L-32,1490,781,-268.0
637,mL3_L-33,2725,736,-268.0
638,mL3_L-34,2184,765,-268.0
639,mL3_L-35,2023,766,-268.0
640,mL3_L-36,1955,878,-268.0
641,mL3_L-37,2290,849,-268.0
642,mL3_L-38,1586,1736,-268.0
643,mL3_L-39,1492,1705,-268.0
644,mL3_L-4,1991,818,-268.0
645,mL3_L-40,2698,1743,-268.0
646,mL3_L-41,2638,1824,-268.0
647,mL3_L-42,2596,1760,-268.0
648,mL3_L-43,1552,1797,-268.0
649,mL3_L-44,1618,524,-268.0
650,mL3_L-45,2592,508,-268.0
651,mL3_L-5,1970,914,-268.0
652,mL3_L-6,2247,898,-268.0
653,mL3_L-7,2263,1108,-268.0
654,mL3_L-8,1989,1135,-268.0
655,mL3_L-9,2163,492,-268.0
656,mL4-L5-1,2087,595,-313.0
657,mL4-L5-10,2305,974,-313.0
658,mL4-L5-11,1503,1684,-313.0
659,mL4-L5-12,1659,1822,-313.0
660,mL4-L5-13,2562,1810,-313.0
661,mL4-L5-14,2670,1704,-313.0
662,mL4-L5-15,2573,1708,-313.0
663,mL4-L5-16,1789,1789,-313.0
664,mL4-L5-17,1338,921,-313.0
665,mL4-L5-18,1452,840,-313.0
666,mL4-L5-19,1411,914,-313.0
667,mL4-L5-2,1927,800,-313.0
668,mL4-L5-20,1356,1003,-313.0
669,mL4-L5-21,2798,834,-313.0
670,mL4-L5-22,2618,667,-313.0
