id,name,x,y,z
151,mL1_H-36,-183.1674459539279,97.10311287655053,-187.0
152,mL1_H-37,-177.11856881275838,104.623338511518,-187.0
153,mL1_H-38,-167.63654518606023,125.2222174246899,-187.0
154,mL1_H-39,-166.00171352628468,130.6171619019492,-187.0
155,mL1_H-4,-228.45228292971055,264.83684116952156,-187.0
156,mL1_H-40,-200.82362787950385,85.82277442409924,-187.0
157,mL1_H-41,-188.56239043118725,95.3047980507974,-187.0
158,mL1_H-42,-165.511264028352,144.3497478440638,-187.0
159,mL1_H-43,-436.2393868871825,132.90592622563497,-187.0
160,mL1_H-44,-348.9393762551683,45.932881925575906,-187.0
161,mL1_H-45,-379.3472451269934,60.482883697578266,-187.0
162,mL1_H-46,-406.1584843473124,86.96715658594212,-187.0
163,mL1_H-47,-411.55342882457177,94.48738222090964,-187.0
164,mL1_H-48,-429.2096107501477,119.33682344949791,-187.0
165,mL1_H-49,-298.9135274660366,70.4553568222091,-187.0
166,mL1_H-5,-218.47980980507973,265.16380750147664,-187.0
167,mL1_H-50,-298.58656113408153,88.76547141169522,-187.0
168,mL1_H-51,-307.4146520968694,93.66996639102186,-187.0
169,mL1_H-52,-319.8393727111636,87.45760608387478,-187.0
170,mL1_H-53,-309.2129669226225,63.589063851151806,-187.0
171,mL1_H-54,-382.6169084465446,68.00310933254578,-187.0
172,mL1_H-56,-366.26859184878913,78.46603195510927,-187.0
173,mL1_H-57,-349.9202752510337,83.53401010041347,-187.0
174,mL1_H-58,-335.860722976964,91.38120206733608,-187.0
175,mL1_H-59,-290.9028523331364,64.24299651506203,-187.0
176,mL1_H-6,-222.40340578854105,270.7222351447135,-187.0
177,mL1_H-60,-291.55678499704663,93.34300005906675,-187.0
178,mL1_H-61,-278.64161488481983,89.25592090962789,-187.0
179,mL1_H-62,-262.6202646190195,90.07333673951564,-187.0
180,mL1_H-63,-251.17644300059064,85.98625759007679,-187.0
181,mL1_H-64,-240.5500372120496,80.59131311281749,-187.0
182,mL1_H-65,-232.2123957471943,82.55311110454815,-187.0
183,mL1_H-66,-210.79610100413464,80.42782994683994,-187.0
184,mL1_H-67,-376.7315144713526,83.04356060248081,-187.0
185,mL1_H-68,-390.1371340815121,79.61041411695216,-187.0
186,mL1_H-69,-365.941625516834,83.04356060248081,-187.0
187,mL1_H-7,-348.44892675723565,273.99189846426464,-187.0
188,mL1_H-70,-278.15116538688716,133.39637572356764,-187.0
189,mL1_H-71,-294.66296515062015,148.10986066154754,-187.0
190,mL1_H-72,-306.92420259893674,146.1480626698169,-187.0
191,mL1_H-73,-315.75229356172474,139.93570236266982,-187.0
192,mL1_H-74,-319.02195688127586,132.90592622563497,-187.0
193,mL1_H-75,-319.675889545186,102.17109102185468,-187.0
194,mL1_H-76,-275.3719515652688,128.00143124630833,-187.0
195,mL1_H-77,-266.5438606024808,95.63176438275252,-187.0
196,mL1_H-78,-244.96408269344357,92.0351347312463,-187.0
197,mL1_H-8,-390.95454991139985,260.25931252215,-187.0
198,mL1_H-80,-254.6095894861193,105.60423750738336,-187.0
199,mL1_H-81,-336.51465564087414,104.13288901358536,-187.0
200,mL1_H-82,-351.8820732427643,89.09243774365032,-187.0
201,mL1_H-83,-241.6944193738925,86.47670708800945,-187.0
202,mL1_H-84,-225.18261961015943,84.18794276432368,-187.0
203,mL1_H-85,-171.06969167158888,177.53683053750737,-187.0
204,mL1_H-86,-178.09946780862373,194.3755966331955,-187.0
205,mL1_H-87,-172.3775569994093,190.1250343177791,-187.0
206,mL1_H-88,-179.2438499704666,203.53065392793857,-187.0
207,mL1_H-89,-219.46070880094504,257.6435818665092,-187.0
208,mL1_H-9,-389.97365091553456,266.79863916125225,-187.0
209,mL1_H-90,-208.1803703484938,241.9491979326639,-187.0
210,mL1_H-91,-422.01635144713526,195.84694512699352,-187.0
211,mL1_H-92,-424.6320821027761,204.838519255759,-187.0
